relationship,guidance,social,collaboration,funding,benefits,publications,teaching,careersupport,Age,Gender,LatinoHispanic,MiddleEastern,African,SouthAsian,EastAsian,OtherEth,Africa,Asia,Australasia,NorthCentralAmerica,SouthAmerica,PhDReason,HoursWorked,HoursMeeting,Anxiety,Bullying,Discrimination,Caring,Class1,Class2,Class3,Class4,Class5,Class6,Class,ID
6,2,4,5,4,6,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,0,.499,0,.499,4,402
6,6,6,6,4,2,4,6,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,.05,0,.95,6,403
4,1,5,5,5,3,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.742,.11,.148,.001,0,2,405
1,4,4,3,2,3,2,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,.654,0,0,.346,0,2,407
6,6,4,6,0,4, , ,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,.258,0,.742,6,412
2,2,4,4, ,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.74,.013,0,.246,0,2,414
5,3,4,5,4,3,3,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.018,0,.806,0,.176,4,415
6,6,5,5,0,0,5, ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.964,0,.036,4,421
3,0,6,6,6,6,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.995,0,.002,.003,.001,2,422
4,5,3,6,6,4,6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,.01,0,.029,0,.96,6,423
6,6,6,6,6,6, , ,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.001,0,.999,6,424
4,4,4,5,0,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.238,0,.678,0,.083,4,426
5,6,3,2,0, ,3, ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.003,.002,.986,0,.009,4,431
3,4,3,4,4,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,.942,.004,.054,0,0,2,433
6,5,5,6,2,6,1, ,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,.661,0,.339,4,439
1,1,2,4,4,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,.209,0,0,.791,0,5,441
5,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,3,449
3,2,4,6,6,5,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.988,0,.007,.004,0,2,455
5,4,5,3, ,3,5, ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.008,0,.492,0,.5,6,456
0,1,2,0,5,4,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,.464,0,0,0,.536,0,5,459
5,5,5,5,1,5, ,5,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,.004,0,.725,0,.271,4,461
0,0,2,2,6,3,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,.023,0,0,0,.977,0,5,462
4,2,6,4, ,4,3, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.732,.009,.251,0,.007,2,465
5,2,4,5,4,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,.101,.043,.854,0,.002,4,472
0,0,4,6,6,3,0, ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,.002,0,0,0,.998,0,5,481
6,6,5,6,6,6,5, ,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.001,0,.999,6,482
5,5,5,5,0,2,5, ,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,.002,0,.805,0,.193,4,485
5,5,4,3,4,1,0, ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.005,.038,.956,0,0,4,489
0,4,6,4,3,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.004,0,0,.996,0,5,493
5,2,5,3,2,5,4,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.06,.001,.821,0,.119,4,498
4,4,3,4,1,1,1,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,.156,.04,.803,0,.001,4,499
0,1,4,3,6,5,3,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,5,501
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,502
6,4,6,6, ,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.924,0,.076,4,506
5,6,6,0,6,6,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.002,0,.145,0,.853,6,508
5,4,5,4,6,4,0,4,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,.004,0,.21,0,.787,6,509
0,0,1,0,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,.984,0,0,0,.016,0,1,513
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,.999,0,0,0,.001,0,1,514
5,3,3,5,1,4,2, ,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.015,0,.925,0,.059,4,515
0,0,3,2,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,.817,0,0,0,.183,0,1,516
4,4,5,2,5,4,5, ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.569,.009,.411,0,.011,2,517
5,3,2,3,5,2,3,5,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.032,.003,.944,0,.022,4,520
5,6,5,5,6,4,3,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,.002,0,.516,0,.481,4,521
5,6,2,3,3,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.002,0,.974,0,.025,4,523
 , ,3, ,5,4,2, ,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,.31,.002,.384,.03,.274,4,525
4,1,1,5,0,1,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,.11,.806,.084,0,0,3,526
6,3,4,5,4,5,5,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.09,0,.91,6,529
6,5,6,6,6,4,6,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,.003,0,.997,6,530
3,5,1,3,5,6,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.962,.001,.036,0,.001,2,531
0,1,0,3,5,5,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.015,.002,0,0,.983,0,5,534
4,4,2,3, ,5,1,5,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,.464,.006,.519,0,.012,4,536
6,5,5,6,6,6,4, ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,.99,6,538
6, ,5,4,5,6,2,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.195,0,.805,6,540
3,4,2,5,3,5,3,5,3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,.959,0,.038,0,.003,2,541
5,4,1,1,6,2,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.026,.137,.836,0,.001,4,543
4,0,5,3,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.007,.992,.001,0,0,3,546
6,4,4,6,6,6, ,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.005,0,.995,6,547
5,3,5,6,5,6,4, ,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.001,0,.031,0,.968,6,548
3,2,6,0,2, ,0, ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,.147,.82,.001,.031,0,3,549
6,6,6,6,4,6,2,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.021,0,.979,6,550
3,2,4,1,1,5,4,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,.943,.045,.007,.005,0,2,551
6,2,0,6,3,5,4, ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,.002,.001,.965,0,.032,4,552
2,2,5,6,6,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.996,0,0,.003,0,2,562
5,3,5,4,3,3,3,6,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,.003,0,.153,0,.844,6,568
1,0,4,2,5,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,.067,.004,0,0,.929,0,5,576
3,2,3,4,1,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,.732,.243,.016,.009,0,2,582
4,6,3,1,1,1,4,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,.078,.007,.91,0,.005,4,583
4,3,5,6,0,2,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,.256,.005,.733,0,.007,4,590
4,4,2,4,5,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.432,.001,.536,0,.031,4,598
6,5,2,2,4,1,2,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,.986,0,.014,4,601
6,6,6,6,3,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,.621,0,.379,4,603
0,3,0,0,6,0,3, ,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,.871,0,0,0,.129,0,1,607
3,0,6,1,1,6,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,.002,.107,.7,0,.191,0,3,610
4,4,2,1,6,5,2,5,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,.651,.024,.322,0,.003,2,612
5,6,6,3,3,2,3,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,.001,0,.298,0,.702,6,614
5,4,6,3,4,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.013,0,.519,0,.468,4,618
0,4,0,0,3,0,0, ,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,.984,0,0,0,.016,0,1,620
5,3,3,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,.002,.95,.049,0,0,3,624
5,5,4,4,5,0,3, ,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,.004,0,.971,0,.024,4,628
6,6,5,5,2,5,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.023,0,.977,6,630
6,5,6,4,5,6,3,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.025,0,.975,6,631
0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,.998,0,0,0,.002,0,1,632
4,4,0,5,4,5,4,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,.355,0,.473,0,.172,4,634
0,1,2,0,6,5,0, ,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,.064,0,0,0,.935,0,5,635
5,4,1,2,1,0,2, ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.004,.323,.672,0,0,4,636
6,5,0,5,3,2,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.436,0,.564,6,637
0,0,5,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,.408,0,0,0,.592,0,5,639
4,4,3,4,5,5,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.455,.001,.493,0,.051,4,641
5,4,6,4,6,6,5,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.004,0,.099,0,.896,6,648
1,1,5,4,3,6,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.01,0,0,.989,0,5,649
5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,.009,0,.991,6,651
5,4,2,5,3,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,.007,.02,.972,0,.001,4,653
6,0,6,6,1,6,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.007,.007,.98,0,.007,4,657
6,6,5,6,1,5,6,5,6,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,.001,0,.999,6,663
6,5,5,5,5,5,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,.061,0,.939,6,666
3,3,5,6,6,6,3, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.988,0,.009,.002,0,2,667
6,6, ,5,6,6, ,6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,.012,0,.988,6,669
6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,6,674
0,1,6,3,6,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,.001,0,0,0,.998,0,5,679
1,0,6,1,6,3,0, ,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.016,.001,0,0,.983,0,5,680
6,5,3,5,6,4,5,4,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,.022,0,.978,6,684
6,3,3,1,6, ,1, , ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.002,.024,.944,0,.03,4,690
6,4,4,4,3,3,3,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.761,0,.239,4,691
2,0,3,2,6,6,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.002,.178,.004,0,.817,0,5,696
6,6,5,5,5,5,6,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,.001,0,.999,6,702
2,1,0,3,0, ,2, ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,.416,.009,.35,0,.225,0,1,706
5,2,2,5,3,4, ,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,.053,.006,.923,0,.017,4,711
5,4,6,6,6,6,2,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.011,0,.353,0,.637,6,712
0,0,1,0,5,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,.746,0,0,0,.254,0,1,713
4,5,3,5,4,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,.245,.001,.737,0,.017,4,715
6,5,5,5,5,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,.035,0,.965,6,718
6,5,2,5,6,5,2,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,.166,0,.834,6,722
4,0,0,2,3,3,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,.006,.994,0,0,0,3,725
0,0,0,5,5,6,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,.078,0,0,0,.922,0,5,729
0,0,4,2,1,5, ,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,.049,0,0,0,.951,0,5,738
5,4,4,5,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,.004,.002,.992,0,.002,4,741
1,3,1,1,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,.769,.002,.006,0,.223,0,1,742
5,4,0,3,3,4,3,3,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,.016,.002,.961,0,.021,4,744
4,4,3,2,1,1,2,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,.183,.006,.8,0,.011,4,746
3,3,4,3,6,3,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,.971,.013,.009,.006,0,2,750
6,3,3,5,6,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.001,0,.55,0,.449,4,751
2,1,5,4,4,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,.01,.24,.104,0,.646,0,5,752
6,5,6,6,4,6,4,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.004,0,.996,6,756
6,6,6,6,6,6,6,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6,758
6,6,5,5,2,5,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.064,0,.936,6,763
5,5,3,4,1,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,.002,.002,.994,0,.002,4,764
1,5,5,6,4,3,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,.829,0,0,.171,0,2,766
2,4,4,3,2,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.952,.003,.001,.043,0,2,767
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,781
6,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.999,.001,0,0,3,786
3,0,0,0,4,3,0,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,.008,.166,.803,0,.022,0,3,787
6,6,4,5,1,2,6,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,.688,0,.312,4,789
6,6,4,1,4,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,.001,.997,0,.003,4,790
5,5,4,5,5,6,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.001,0,.072,0,.927,6,797
5,5,4,6, ,5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.055,0,.945,6,798
0,4,2,5,4,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,.001,.008,0,0,.99,0,5,802
6,6,6,6,0, ,2,6,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,.011,0,.989,6,805
1,0,1,0,0,5,1,5,6,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,.096,.019,0,0,.884,0,5,806
6,6,2,6,4,5,3, ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.549,0,.451,4,808
0,0,0,1,1,1,0, ,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,.992,0,0,0,.008,0,1,811
1,3,2,4,2,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,.096,.064,.007,0,.834,0,5,814
5,3,4,3,4,4,4, ,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.03,0,.733,0,.237,4,815
1,0,2,0,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,.91,0,0,0,.09,0,1,818
6,6,5,4,2,4,4,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,.475,0,.525,6,820
4,5,3,2,6,1,0,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,.236,.076,.688,0,.001,4,822
1,0,3,2,5,5,2,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.002,.004,0,0,.994,0,5,825
5,4,4,3,5,2,4,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,.017,0,.923,0,.06,4,826
6,6,5,6,4,5,6,5,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6,831
 ,5,5,5,0,3,3,3,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.039,0,.495,0,.466,4,832
6,1,1,5,2,2,5,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,.001,.001,.952,0,.046,4,837
2,0,1,2,6,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.042,.008,.017,0,.932,0,5,840
4,3,3,2,2,5,1,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.482,.25,.268,0,0,2,843
4,1,1,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,844
2,2,2,3,5,3,1, ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.012,.23,.054,0,.704,0,5,851
4,4,4,3,6,4,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.549,.001,.415,0,.034,2,852
6,1,1,2,6,6,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.008,.005,.953,0,.035,4,853
0,0,3,3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.871,0,0,0,.129,0,1,854
3,3,2,4,0,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.954,.009,.036,0,0,2,856
3,4,3,3,5,1,2,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,.873,.08,.044,.002,0,2,857
4,2,5,3,5,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.804,.027,.168,0,.001,2,860
5,5,1,4,4,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.009,.004,.984,0,.004,4,862
1,0,5,3,4,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,.018,.001,0,0,.981,0,5,863
2,1,6,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,.001,.112,.032,0,.855,0,5,864
4,0,2,5,4,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.341,.607,.051,.001,0,3,866
0,0,0,0,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.995,0,0,0,.005,0,1,869
1,1,0,1,1,1,0, ,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,.935,0,.001,0,.064,0,1,870
6,6,4,5,4,4,4,3,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,.044,0,.956,6,871
1,4,6,5,5,6,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.975,0,0,.025,0,2,876
0,1,2,2,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.381,0,0,0,.619,0,5,877
0,1,5,2,0,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.039,0,0,0,.96,0,5,878
5,5,5,3,4,0,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,.003,0,.918,0,.078,4,879
6,6,5,4,6,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,.015,0,.985,6,881
4,4,2,3,2,5,2, ,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.379,.006,.597,0,.018,4,886
5,5,5,5,5,4,3,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,.001,0,.068,0,.931,6,887
6,5, ,6,0,6,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.554,0,.446,4,894
3,4,2,3,3,3,3,3, ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.902,.055,.041,.002,0,2,895
2,5,0,6,6,3,6,6,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,.996,0,.002,.001,.001,2,898
3,0,5,4,3,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,.934,.025,.002,.039,0,2,899
3,2,6,3,0,5,2,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,.954,.028,.012,.007,0,2,900
